,"ENG"
"memoirescouron381874acad","FRE"
"memoirescouron401876acad","FRE"
"memoirescouron411878acad","FRE"
"memoirescouron441882acad","FRE"
"memoirescouron451883acad","FRE"
"memoirescouron471886acad","FRE"
"memoirescouron481886acad","FRE"
"memoirescouron491888acad","FRE"
"memoirescouron501890acad","FRE"
"memoirescouron5718981899acad","FRE"
"memoirescouron5919011903acad","FRE"
"memoirescouron601902acad","FRE"
"memoirescouron6119021903acad","FRE"
"memoiresdeacad07acad","FRE"
"memoiresdelacad05acad","FRE"
"memoiresdelacad06acad","FRE"
"memoiresdelacad09acad","FRE"
"memoiresdelacade01acad",
"memoiresdelacade01turi",
"memoiresdelacade02acad",
"memoiresdelacade02real",
"memoiresdelacade02scie",
"memoiresdelacade02turi",
"memoiresdelacade03acad",
"memoiresdelacade04acad",
"memoiresdelacade04real",
"memoiresdelacade05acad",
"memoiresdelacade05real",
"memoiresdelacade05turi",
"memoiresdelacade06acad",
"memoiresdelacade06savo",
"memoiresdelacade07acad",
"memoiresdelacade08real",
"memoiresdelacade09real",
"memoiresdelacade10real",
"memoiresdelacade11real",
"memoiresdelacade11savo",
"memoiresdelacade12real",
"memoiresdelacade13real",
"memoiresdelacade14acad",
"memoiresdelacade15acad",
"memoiresdelacade23acad",
"memoiresdelacade24acad",
"memoiresdelacade25acad",
"memoiresdelacade25savo",
"memoiresdelacade33acad",
"memoiresdelacade34acad",
"memoiresdelacade35acad",
"memoiresdelacade35caen",
"memoiresdelacade35toul",
"memoiresdelacade37acad",
"memoiresdelacade39acad",
"memoiresdelacade41acad",
"memoiresdelacade41amie",
"memoiresdelacade43acad",
"memoiresdelacade43amie",
"memoiresdelacade43caen",
"memoiresdelacade44acad",
"memoiresdelacade44caen",
"memoiresdelacade44toul",
"memoiresdelacade45amie",
"memoiresdelacade47acad",
"memoiresdelacade48acad",
"memoiresdelacade48caen",
"memoiresdelacade51amie",
"memoiresdelacade53acad",
"memoiresdelacade53caen",
"memoiresdelacade54acad",
"memoiresdelacade54amie",
"memoiresdelacade56caen",
"memoiresdelacade58acad",
"memoiresdelacade63acad",
"memoiresdelacade64acad",
"memoiresdelacade86turi",
"memoiresdelacade88turi",
"memoiresdelacade90turi",
"memoiresdelacade92turi",
"memoiresdelasoc01pari","FRE"
"memoiresdelasoci01arts",
"memoiresdelasoci01impe",
"memoiresdelasoci01lill","FRE"
"memoiresdelasoci01main",
"memoiresdelasoci01soci",
"memoiresdelasoci02ange",
"memoiresdelasoci02soci",
"memoiresdelasoci03arts",
"memoiresdelasoci03impe",
"memoiresdelasoci03main",
"memoiresdelasoci04ange",
"memoiresdelasoci05ange",
"memoiresdelasoci05impe",
"memoiresdelasoci05soci",
"memoiresdelasoci06ange",
"memoiresdelasoci06arts",
"memoiresdelasoci06soci",
"memoiresdelasoci07amie",
"memoiresdelasoci09agri",
"memoiresdelasoci11agri",
"memoiresdelasoci11ange",
"memoiresdelasoci12agri",
"memoiresdelasoci13agri",
"memoiresdelasoci15agri",
"memoiresdelasoci16agri",
"memoiresdelasoci17agri",
"memoiresdelasoci1840soci","FRE"
"memoiresdelasoci18411agri","FRE"
"memoiresdelasoci18412agri","FRE"
"memoiresdelasoci1842agri","FRE"
"memoiresdelasoci1846agri","FRE"
"memoiresdelasoci1850agri","FRE"
"memoiresdelasoci18572agri","FRE"
"memoiresdelasoci1862soci","FRE"
"memoiresdelasoci1864soci","FRE"
"memoiresdelasoci1866soci","FRE"
"memoiresdelasoci1868soci","FRE"
"memoiresdelasoci1870soci","FRE"
"memoiresdelasoci1872soci","FRE"
"memoiresdelasoci1873soci","FRE"
"memoiresdelasoci1874soci","FRE"
"memoiresdelasoci1880soci","FRE"
"memoiresdelasoci1888soci","FRE"
"memoiresdelasoci1890soci","FRE"
"memoiresdelasoci18agri",
"memoiresdelasoci1905soci","FRE"
"memoiresdelasoci1910soci","FRE"
"memoiresdelasoci1913soci","FRE"
"memoiresdelasoci1916soci","FRE"
"memoiresdelasoci21agri",
"memoiresdelasoci22ange",
"memoiresdelasoci23agri",
"memoiresdelasoci23soci","FRE"
"memoiresdelasoci24agri",
"memoiresdelasoci25agri",
"memoiresdelasoci25calv",
"memoiresdelasoci26agri",
"memoiresdelasoci27agri",
"memoiresdelasoci27lill","FRE"
"memoiresdelasoci29lill","FRE"
"memoiresdelasoci312soci","FRE"
"memoiresdelasoci31lill","FRE"
"memoiresdelasoci321soci","FRE"
"memoiresdelasoci331soci","FRE"
"memoiresdelasoci33abbe","FRE"
"memoiresdelasoci33memo","FRE"
"memoiresdelasoci34abbe","FRE"
"memoiresdelasoci34cher",
"memoiresdelasoci34memo","FRE"
"memoiresdelasoci35memo","FRE"
"memoiresdelasoci36abbe","FRE"
"memoiresdelasoci381memo","FRE"
"memoiresdelasoci382memo","FRE"
"memoiresdelasoci383memo","FRE"
"memoiresdelasoci38abbe","FRE"
"memoiresdelasoci391memo","FRE"
"memoiresdelasoci392memo","FRE"
"memoiresdelasoci41abbe","FRE"
"memoiresdelasoci41lill","FRE"
"memoiresdelasoci43lill","FRE"
"memoiresdelasoci44abbe","FRE"
"memoiresdelasoci44memo","FRE"
"memoiresdelasoci46lill","FRE"
"memoiresdelasoci47memo","FRE"
"memoiresdelasoci48memo","FRE"
"memoiresdelasoci49abbe","FRE"
"memoiresdelasoci49memo","FRE"
"memoiresdelasoci50memo","FRE"
"memoiresdelasoci51memo","FRE"
"memoiresdelasoci52abbe","FRE"
"memoiresdelasoci52lill","FRE"
"memoiresdelasoci53memo","FRE"
"memoiresdelasoci54lill","FRE"
"memoiresdelasoci55memo","FRE"
"memoiresdelasoci56cher",
"memoiresdelasoci56memo","FRE"
"memoiresdelasoci58memo","FRE"
"memoiresdelasoci59memo","FRE"
"memoiresdelasoci60memo","FRE"
"memoireslittrair00cava","FRE"
"memoirespourser00audo","FRE"
"memoirespourserv00thom","FRE"
"memoirespourserv01ra","FRE"
"memoirespourserv02ra","FRE"
"memoirespourserv03ra","FRE"
"memoirespourserv04ra","FRE"
"memoirespourserv05ra","FRE"
"memoirespourserv07dege","FRE"
"memoirespourserv16ra","FRE"
"memoiresurledrei00bene","FRE"
"memoiresurleschr00blee","DUT"
"memoiresurlescoq01mori","FRE"
"memoiresurlescoq03mori","FRE"
"memoiresurlorgan00gu","FRE"
"memoirofaugustus00demorich","ENG"
"memoiroffleeming00stev","ENG"
"memoiroffleeming00stevuoft","ENG"
"memoirofgeorgewi00wilsrich","ENG"
"memoirofgeorgewi00wilsuoft","ENG"
"memoirofjohnhale00pinkiala","ENG"
"memoirofjohnmich00geikrich","ENG"
"memoirofjohnwill00barkrich","ENG"
"memoirofjohnwill00barkuoft","ENG"
"memoirofjosephhe00tayl","ENG"
"memoirofjosephhe00tayl2","ENG"
"memoirofjosephhe00taylrich","ENG"
"memoirofkilkenny00dubliala","ENG"
"memoiroflatealfr00odlirich","ENG"
"memoiroflatewill00wrig","ENG"
"memoirofmarshall00shep","ENG"
"memoirofrevelish00otey","ENG"
"memoirofreverend00pickuoft","ENG"
"memoirofrevjohnr00davi","ENG"
"memoirofsecularv00stocrich","ENG"
"memoirofsirandre00geikrich","ENG"
"memoirofsirandre00geikuoft","ENG"
"memoirofsirbenja00elliuoft","ENG"
"memoirofthomasst00douguoft","ENG"
"memoirofwhharvey00harv","ENG"
"memoironanatomyo00stru","ENG"
"memoironanatomyo00struuoft","ENG"
"memoironbirdsofg00sabi","ENG"
"memoironcultivat00adlu","ENG"
"memoironechinode00duncuoft","ENG"
"memoironextincts00leidrich","ENG"
"memoironmegather00owenuoft","ENG"
"memoironpalaeozo00halluoft","ENG"
"memoironpearlyna00owen","ENG"
"memoironphylogen00adam","ENG"
"memoironphysical00mosq","ENG"
"memoironregenera00brou","ENG"
"memoirs01harv","ENG"
"memoirs02conn","ENG"
"memoirs02harv","ENG"
"memoirs04harv","ENG"
"memoirs05harv","ENG"
"memoirs06harv","ENG"
"memoirs07conn","ENG"
"memoirs07harv","ENG"
"memoirs08harv","ENG"
"memoirs09harv","ENG"
"memoirs10harv","ENG"
"memoirs11harv","ENG"
"memoirs12harv","ENG"
"memoirs13harv","ENG"
"memoirs14ameruoft","ENG"
"memoirs14harv","ENG"
"memoirs15harv","ENG"
"memoirs16harv","ENG"
"memoirs17harv","ENG"
"memoirs18harv","ENG"
"memoirs1917broo","ENG"
"memoirs19harv","ENG"
"memoirs20harv","ENG"
"memoirs24harv","ENG"
"memoirs26harv","ENG"
"memoirs27harv","ENG"
"memoirs28harv","ENG"
"memoirs29harv","ENG"
"memoirs30harv","ENG"
"memoirs31harv","ENG"
"memoirs33harv","ENG"
"memoirs34harv","ENG"
"memoirs35harv","ENG"
"memoirs36harv","ENG"
"memoirs37harv","ENG"
"memoirs39harv","ENG"
"memoirs40harv","ENG"
"memoirs41harv","ENG"
"memoirs42harv","ENG"
"memoirs45harv","ENG"
"memoirs46harv","ENG"
"memoirs48harv","ENG"
"memoirsaustralia01aust","ENG"
"memoirsaustralia02aust","ENG"
"memoirsaustralia4181aust","ENG"
"memoirsaustralia4916aust","ENG"
"memoirscaliforni01cali","ENG"
"memoirscaliforni03cali","ENG"
"memoirshar20harv","ENG"
"MemoirsMuseumVi00Muse",
"MemoirsMuseumVi46Muse",
"MemoirsMuseumVi47Muse",
"MemoirsMuseumVi48Muse",
"MemoirsMuseumVi48NuMuse",
"MemoirsMuseumVi49Muse",
"MemoirsMuseumVi49NuMuse",
"MemoirsMuseumVi50Muse",
"MemoirsMuseumVi50MuseA",
"MemoirsMuseumVi51Muse",
"MemoirsMuseumVi52Muse",
"MemoirsMuseumVi52MuseA",
"MemoirsMuseumVi53Muse",
"MemoirsMuseumVi54Muse",
"MemoirsMuseumVi54MuseA",
"MemoirsMuseumVi55Muse",
"MemoirsMuseumVi55MuseA",
"MemoirsMuseumVi56Muse",
"MemoirsMuseumVi56MuseA",
"MemoirsMuseumVi57Muse",
"MemoirsNational00Nati",
"MemoirsNational00NatiA",
"MemoirsNational10Nati",
"MemoirsNational11Nati",
"MemoirsNational12Nati",
"MemoirsNational14Memo",
"MemoirsNational14Nati",
"MemoirsNational15Memo",
"MemoirsNational16Nati",
"MemoirsNational17Nati",
"MemoirsNational18Memo",
"MemoirsNational19Nati",
"Memoirsnational1Nati",
"MemoirsNational20Nati",
"MemoirsNational21Nati",
"MemoirsNational22Nati",
"MemoirsNational22NatiA",
"MemoirsNational22NatiB",
"MemoirsNational22NatiC",
"MemoirsNational22NatiD",
"MemoirsNational22NatiE",
"MemoirsNational22NatiF",
"MemoirsNational22NatiG",
"MemoirsNational22NatiH",
"MemoirsNational22NatiI",
"MemoirsNational23Nati",
"MemoirsNational24Nati",
"MemoirsNational25Nati",
"MemoirsNational26Nati",
"MemoirsNational27Nati",
"MemoirsNational28Nati",
"MemoirsNational29Nati",
"MemoirsNational2Nati",
"MemoirsNational30Nati",
"MemoirsNational31Nati",
"MemoirsNational32Nati",
"MemoirsNational33Nati",
"MemoirsNational34Nati",
"MemoirsNational35Nati",
"MemoirsNational36Nati",
"MemoirsNational37Nati",
"MemoirsNational38Nati",
"MemoirsNational39Nati",
"MemoirsNational40Nati",
"MemoirsNational41Nati",
"MemoirsNational42Nati",
"MemoirsNational43NoNati",
"MemoirsNational45Nati",
"MemoirsNational4Nati",
"MemoirsNational53Muse",
"MemoirsNational5NatiA",
"MemoirsNational6Nati",
"MemoirsNational7Nati",
"MemoirsNational8Nati",
"memoirsofam1112194445amer","ENG"
"memoirsofam3031197677amer","ENG"
"memoirsofam3233197981amer","ENG"
"memoirsofam3435198386amer","ENG"
"memoirsofam3637198889amer","ENG"
"memoirsofam3841199193amer","ENG"
"memoirsofameri141951amer","ENG"
"memoirsofameri191965amer","ENG"
"memoirsofameric101941amer","ENG"
"memoirsofameric121946amer","ENG"
"memoirsofameric131948amer","ENG"
"memoirsofameric151956amer","ENG"
"memoirsofameric161959amer","ENG"
"memoirsofameric171960amer","ENG"
"memoirsofameric181963amer","ENG"
"memoirsofameric201966amer","ENG"
"memoirsofameric211966amer","ENG"
"memoirsofameric221967amer","ENG"
"memoirsofameric231967amer","ENG"
"memoirsofameric241968amer","ENG"
"memoirsofameric251969amer","ENG"
"memoirsofameric261970amer","ENG"
"memoirsofameric271971amer","ENG"
"memoirsofameric281972amer","ENG"
"memoirsofameric291973amer","ENG"
"memoirsofameric421994amer","ENG"
"memoirsofameric432002amer","ENG"
"memoirsofameric442004amer","ENG"
"memoirsofameric452004amer","ENG"
"memoirsofameric462005amer","ENG"
"memoirsofameric472008amer","ENG"
"memoirsofameric482008amer","ENG"
"memoirsofamerica00amerrich","ENG"
"memoirsofamerica01amer","ENG"
"memoirsofamerica11916amer","ENG"
"memoirsofamerica1846amer","ENG"
"memoirsofamerica1848amer","ENG"
"memoirsofamerica1849amer","ENG"
"memoirsofamerica1853amer","ENG"
"memoirsofamerica1857amer","ENG"
"memoirsofamerica1860amer","ENG"
"memoirsofamerica1868amer","ENG"
"memoirsofamerica1888amer","ENG"
"memoirsofamerica21917amer","ENG"
"memoirsofamerica31919amer","ENG"
"memoirsofamerica41919amer","ENG"
"memoirsofamerica51928amer","ENG"
"memoirsofamerica61929amer","ENG"
"memoirsofamerica71930amer","ENG"
"memoirsofamerica81934amer","ENG"
"memoirsofamerica91937amer","ENG"
"memoirsofbaroncu00leesuoft","ENG"
"memoirsofbaroncu01leer","ENG"
"memoirsofbaroncu02leer","ENG"
"memoirsofbernice01bern","ENG"
"memoirsofbernice02bern","ENG"
"memoirsofbernice04bern","ENG"
"memoirsofbernice05bern","ENG"
"memoirsofbernice06bern","ENG"
"memoirsofbernice07bern","ENG"
"memoirsofbernice31911bern","ENG"
"memoirsofbernice8192123be","ENG"
"memoirsofbostons03bost","ENG"
"memoirsofbostons04bost","ENG"
"memoirsofbostons05bost","ENG"
"memoirsofbritish00bingrich","ENG"
"memoirsofcaledv100cale","ENG"
"memoirsofcaledv200cale","ENG"
"memoirsofcaledv300cale","ENG"
"memoirsofcaledv400cale","ENG"
"memoirsofcalifor00cali","ENG"
"memoirsofcalifor03cali","ENG"
"memoirsofcalifor04cali","ENG"
"memoirsofcalifor0501cali","ENG"
"memoirsofcalifor06cali","ENG"
"memoirsofcalifor111986cali","ENG"
"memoirsofcalifor121988cali","ENG"
"memoirsofcalifor131988cali","ENG"
"memoirsofcalifor141989cali","ENG"
"memoirsofcalifor151991cali","ENG"
"memoirsofcalifor161992cali","ENG"
"memoirsofcalifor171990cali","ENG"
"memoirsofcalifor181995cali","ENG"
"memoirsofcalifor191996cali","ENG"
"memoirsofcalifor201996cali","ENG"
"memoirsofcalifor211996cali","ENG"
"memoirsofcalifor221997cali","ENG"
"memoirsofcalifor231997cali","ENG"
"memoirsofcalifor241998cali","ENG"
"memoirsofcalifor252000cali","ENG"
"memoirsofcalifor262001cali","ENG"
"memoirsofcalifor272002cali","ENG"
"memoirsofcalifor282004cali","ENG"
"memoirsofcalifor710197488cali","ENG"
"memoirsofcar219041906carn","ENG"
"memoirsofcarnegi05carn","ENG"
"memoirsofcarnegi06carn","ENG"
"memoirsofcarnegi07carn","ENG"
"memoirsofcarnegi11901carn","ENG"
"memoirsofcarnegi31907carn","ENG"
"memoirsofconnect1181016conn","ENG"
"memoirsofconnect21910conn","ENG"
"memoirsofconnect31911conn","ENG"
"memoirsofconnect45191516conn","ENG"
"memoirsofconnect67191920","ENG"
"memoirsofdepartm02indi","ENG"
"memoirsofdepartm03indi","ENG"
"memoirsofdepartm04indi","ENG"
"memoirsofdepartm05indi","ENG"
"memoirsofdepartm06indi","ENG"
"memoirsofdepartm08indi","ENG"
"memoirsofdepartm09indi","ENG"
"memoirsofdepartm10indi","ENG"
"memoirsofdepartm11indi","ENG"
"memoirsofdisting00walkrich","ENG"
"memoirsofdisting00walkuoft","ENG"
"memoirsofgeo131877geol","ENG"
"memoirsofgeo141878geol","ENG"
"memoirsofgeo161880geol","ENG"
"memoirsofgeoi171880geol","ENG"
"memoirsofgeol151880geol","ENG"
"memoirsofgeolo1201892geol","ENG"
"memoirsofgeolo2011883geol","ENG"
"memoirsofgeolog101873geol","ENG"
"memoirsofgeolog111875geol","ENG"
"memoirsofgeolog121876geol","ENG"
"memoirsofgeolog191883geol","ENG"
"memoirsofgeologi02hook","ENG"
"memoirsofgeologi11859geol","ENG"
"memoirsofgeologi21860geol","ENG"
"memoirsofgeologi31865geol","ENG"
"memoirsofgeologi41865geol","ENG"
"memoirsofgeologi61869geol","ENG"
"memoirsofgeologi71871geol","ENG"
"memoirsofgeologi81872geol","ENG"
"memoirsofgeologi91872geol","ENG"
"memoirsofhorticu01hort","ENG"
"memoirsofhorticu12hort","ENG"
"memoirsofindia1190709indi","MUL"
"memoirsofindia2190910indi","MUL"
"memoirsofindia3191014indi","MUL"
"memoirsofindia6191518indi","MUL"
"memoirsofindia7191822indi","MUL"
"memoirsofindianm41913indi","MUL"
"memoirsofindianm51619indi","MUL"
"memoirsofindianm57111indi","MUL"
"memoirsoflifeofd00sewarich","ENG"
"memoirsoflifeofj00hamiuoft","ENG"
"memoirsoflifeofl00nimr","ENG"
"memoirsoflit35187625manc","ENG"
"memoirsoflite31186221manc","ENG"
"memoirsoflite32186522man","ENG"
"memoirsoflite33186823manc","ENG"
"memoirsoflite34187124manc","ENG"
"memoirsofliterar01lite","ENG"
"memoirsofliterar01manc","ENG"
"memoirsofliterar02lite","ENG"
"memoirsofliterar02memo","ENG"
"memoirsofliterar03lite","ENG"
"memoirsofliterar03manc","ENG"
"memoirsofliterar04lite","ENG"
"memoirsofliterar04manc","ENG"
"memoirsofliterar05lite","ENG"
"memoirsofliterar05manc","ENG"
"memoirsofliterar06lite","ENG"
"memoirsofliterar06manc","ENG"
"memoirsofliterar07lite","ENG"
"memoirsofliterar08lite","ENG"
"memoirsofliterar09lite","ENG"
"memoirsofliterar10lite","ENG"
"memoirsofliterar11lite","ENG"
"memoirsofliterar12lite","ENG"
"memoirsofliterar13lite","ENG"
"memoirsofliterar14lite","ENG"
"memoirsofliterar15lite","ENG"
"memoirsofmammoth00ashe","ENG"
"memoirsofman310188730man","ENG"
"memoirsofman310188730manc","ENG"
"memoirsofman37188227manc","ENG"
"memoirsofmanc38188428manc","ENG"
"memoirsofmanc39188129manc","ENG"
"memoirsofmuseumo0501harv","ENG"
"memoirsofmuseumo0502harv","ENG"
"memoirsofmuseumo0602harv","ENG"
"memoirsofmuseumo0701harv","ENG"
"memoirsofmuseumo0702harv","ENG"
"memoirsofmuseumo0801harv","ENG"
"memoirsofmuseumo0802harv","ENG"
"memoirsofmuseumo0803harv","ENG"
"memoirsofmuseumo0901harv","ENG"
"memoirsofmuseumo0902harv","ENG"
"memoirsofmuseumo0903harv","ENG"
"memoirsofmuseumo1001harv","ENG"
"memoirsofmuseumo1002harv","ENG"
"memoirsofmuseumo1003harv","ENG"
"memoirsofmuseumo1004harv","ENG"
"memoirsofmuseumo1101harv","ENG"
"memoirsofmuseumo12harv","ENG"
"memoirsofmuseumo13harv","ENG"
"memoirsofmuseumo1402harv","ENG"
"memoirsofmuseumo1403harv","ENG"
"memoirsofmuseumo160102harv","ENG"
"memoirsofmuseumo1702harv","ENG"
"memoirsofmuseumo1703harv","GER"
"memoirsofmuseumo1902harv","FRE"
"memoirsofmuseumo191harv","ENG"
"memoirsofmuseumo1940harv","ENG"
"memoirsofmuseumo2021harv","ENG"
"memoirsofmuseumo21harv","ENG"
"memoirsofmuseumo22aharv","ENG"
"memoirsofmuseumo22harv","ENG"
"memoirsofmuseumo2397harv","GER"
"memoirsofmuseumo241899harv","ENG"
"memoirsofmuseumo2501harv","ENG"
"memoirsofmuseumo2502harv","ENG"
"memoirsofmuseumo2503harv","ENG"
"memoirsofmuseumo254harv","ENG"
"memoirsofmuseumo2602harv","ENG"
"memoirsofmuseumo2603harv","ENG"
"memoirsofmuseumo2604harv","ENG"
"memoirsofmuseumo2605harv","ENG"
"memoirsofmuseumo2606harv","ENG"
"memoirsofmuseumo2607harv","ENG"
"memoirsofmuseumo2701harv","FRE"
"memoirsofmuseumo2702harv","FRE"
"memoirsofmuseumo2703harv","FRE"
"memoirsofmuseumo2704harv","GER"
"memoirsofmuseumo2801harv","ENG"
"memoirsofmuseumo2802harv","ENG"
"memoirsofmuseumo28harv","ENG"
"memoirsofmuseumo291876harv","ENG"
"memoirsofmuseumo29harv","ENG"
"memoirsofmuseumo3003harv","GER"
"memoirsofmuseumo3004harv","ENG"
"memoirsofmuseumo31harv","ENG"
"memoirsofmuseumo33harv","ENG"
"memoirsofmuseumo3401harv","ENG"
"memoirsofmuseumo3402harv","ENG"
"memoirsofmuseumo3403harv","ENG"
"memoirsofmuseumo3501harv","ENG"
"memoirsofmuseumo3502harv","ENG"
"memoirsofmuseumo3503harv","ENG"
"memoirsofmuseumo3504harv","ENG"
"memoirsofmuseumo3505harv","ENG"
"memoirsofmuseumo3601harv","ENG"
"memoirsofmuseumo3602harv","ENG"
"memoirsofmuseumo37harv","ENG"
"memoirsofmuseumo3802harv","ENG"
"memoirsofmuseumo381harv","ENG"
"memoirsofmuseumo3901harv","ENG"
"memoirsofmuseumo3903harv","ENG"
"memoirsofmuseumo3904harv","ENG"
"memoirsofmuseumo4001harv","ENG"
"memoirsofmuseumo4002harv","ENG"
"memoirsofmuseumo4003harv","ENG"
"memoirsofmuseumo4005harv","ENG"
"memoirsofmuseumo4006harv","ENG"
"memoirsofmuseumo4007harv","ENG"
"memoirsofmuseumo4008harv","ENG"
"memoirsofmuseumo4009harv","ENG"
"memoirsofmuseumo42harv","ENG"
"memoirsofmuseumo43harv","ENG"
"memoirsofmuseumo4401harv","ENG"
"memoirsofmuseumo4402harv","ENG"
"memoirsofmuseumo4501harv","ENG"
"memoirsofmuseumo4502harv","ENG"
"memoirsofmuseumo4601harv","ENG"
"memoirsofmuseumo4702harv","ENG"
"memoirsofmuseumo4703harv","ENG"
"memoirsofmuseumo4704harv","FRE"
"memoirsofmuseumo4705harv","FRE"
"memoirsofmuseumo4801harv","ENG"
"memoirsofmuseumo4802harv","ENG"
"memoirsofmuseumo49harv","ENG"
"memoirsofmuseumo5001harv","ENG"
"memoirsofmuseumo5002harv","ENG"
"memoirsofmuseumo5003harv","ENG"
"memoirsofmuseumo504harv","ENG"
"memoirsofmuseumo511928harv","ENG"
"memoirsofmuseumo53harv","ENG"
"memoirsofmuseumo5401harv","ENG"
"memoirsofmuseumo5402harv","ENG"
"memoirsofmuseumo5403harv","ENG"
"memoirsofmuseumo5404harv","ENG"
"memoirsofmuseumo5406harv","ENG"
"memoirsofmuseumo55harv","ENG"
"memoirsofnation15nati","ENG"
"memoirsofnationa01nati","ENG"
"memoirsofnationa02nati","ENG"
"memoirsofnationa03nati","ENG"
"memoirsofnationa06nati","ENG"
"memoirsofnationa07nati","ENG"
"memoirsofnationa08nati","ENG"
"memoirsofnationa09nati","ENG"
"memoirsofnationa10nati","ENG"
"memoirsofnationa11191nati","ENG"
"memoirsofnationa12nati","ENG"
"memoirsofnationa13nati","ENG"
"memoirsofnationa14nati","ENG"
"memoirsofnationa15nati","ENG"
"memoirsofnationa17nati","ENG"
"memoirsofnationa19nati","ENG"
"memoirsofnationa21nati","ENG"
"memoirsofnationa23nati","ENG"
"memoirsofnationa68nati","ENG"
"memoirsofnuttall03nutt","ENG"
"memoirsofnuttall04nutt","ENG"
"memoirsofnuttall05nutt","ENG"
"memoirsofnuttall06nutt","ENG"
"memoirsofnuttall12nutt","ENG"
"memoirsofphilade01phil","ENG"
"memoirsofphilade02phil","ENG"
"memoirsofphilade03phil","ENG"
"memoirsofphilade04phil","ENG"
"memoirsofphilade05phil","ENG"
"memoirsofphilade1808phil","ENG"
"memoirsofphilade1811phil","ENG"
"memoirsofphilade65","ENG"
"memoirsofphilade66","ENG"
"memoirsofqueensl02quee","ENG"
"memoirsofqueensl03quee","ENG"
"memoirsofqueensl04quee","ENG"
"memoirsofqueensl05quee","ENG"
"memoirsofqueensl06quee","ENG"
"memoirsofqueensl07quee","ENG"
"memoirsofroyalso00roya","ENG"
"memoirsofroyv1p100roya","ENG"
"memoirsofroyv1p200roya","ENG"
"memoirsofsandieg01sand","ENG"
"memoirsofsandieg07sand","ENG"
"memoirsofsandieg08sand","ENG"
"memoirsofsandieg09sand","ENG"
"memoirsofsandieg10sand","ENG"
"memoirsofsandieg11sand","ENG"
"memoirsofsandieg12sand","ENG"
"memoirsofsandieg131984sand","ENG"
"memoirsofsandieg14sand","ENG"
"memoirsofsandieg15sand","ENG"
"memoirsofsandieg16sand","ENG"
"memoirsofsandieg219441972sand","ENG"
"memoirsofsandieg31968sand","ENG"
"memoirsofsandieg41970sand","ENG"
"memoirsofsandieg51973sand","ENG"
"memoirsofsandieg61974sand","ENG"
"memoirsofsc1318798013toky","ENG"
"memoirsofscien710188183to","ENG"
"memoirsofscience46188185t","ENG"
"memoirsofwerneri07wern",
"memoirsofwist2nd06wist","ENG"
"memoirsofwistari01wist","ENG"
"memoirsofwistari03wist","ENG"
"memoirsofwistari04wist","ENG"
"memoirsofwistari05wist","ENG"
"memoirsofwistari06wist","ENG"
"memoirsofwistari07wist","ENG"
"memoirsofwistari09wist","ENG"
"memoirsofwistari10wist","ENG"
"memoirsofwistari11wist","ENG"
"memoirsoncoleopt009case","ENG"
"memoirsoncoleopt01case","ENG"
"memoirsoncoleopt02case","ENG"
"memoirsoncoleopt03case","ENG"
"memoirsoncoleopt04case","ENG"
"memoirsoncoleopt05case","ENG"
"memoirsoncoleopt06case","ENG"
"memoirsoncoleopt07case","ENG"
"memoirsoncoleopt08case","ENG"
"memoirsoncoleopt09case","ENG"
"memoirsoncoleopt10case","ENG"
"memoirsoncoleopt11case","ENG"
"memoirsonphysiol00burduoft","ENG"
"memoirspresented01cali","ENG"
"memoirspro41018959640manc","ENG"
"memoirsproc4418909134manc","ENG"
"memoirsproc4918949539manc","ENG"
"memoirsproc6465191921manc","ENG"
"memoirsproce43189033manc","ENG"
"memoirsproce43189899manc","ENG"
"memoirsprocee41189697manc","ENG"
"memoirsprocee42189798manc","ENG"
"memoirsprocee46189236manc","ENG"
"memoirsprocee48190304manc","ENG"
"memoirsprocee49190405manc","ENG"
"memoirsprocee51190607manc","ENG"
"memoirsprocee59191415manc","ENG"
"memoirsprocee60191516manc","ENG"
"memoirsprocee62191718manc","ENG"
"memoirsproceed4818943manc","ENG"
"memoirsproceedin02manc","ENG"
"memoirsproceedin14manc","ENG"
"memoirsproceedin24manc","ENG"
"memoirsproceedin44manc","ENG"
"memoirsproceedin45manc","ENG"
"memoirsproceedin46manc","ENG"
"memoirsproceedin47manc","ENG"
"memoirsproceedin50manc","ENG"
"memoirsproceedin52manc","ENG"
"memoirsproceedin53manc","ENG"
"memoirsproceedin54manc","ENG"
"memoirsproceedin55manc","ENG"
"memoirsproceedin56manc","ENG"
"memoirsproceedin57manc","ENG"
"memoirsproceedin58manc","ENG"
"memoirsproceedin61manc","ENG"
"memoirsproceedin63manc","ENG"
"memoirsproceedin64manc","ENG"
"memoirsproceedin66manc","ENG"
"memoirsproceedin74manc","ENG"
"memoirsproceedins54manc","ENG"
"MemoirsQueensla35paQuee",
"MemoirsQueensla35Quee",
"MemoirsQueensla36Quee",
"MemoirsQueensla36QueeA",
"memoirsrelatingt00walp","ENG"
"memorandumonagri00wrigiala","ENG"
"memorandumonprog00srin","ENG"
"memorandumonwild00chinrich","ENG"
"memorandumuponre00pererich","ENG"
"memoria00caim","ITA"
"memoria19real","ITA"
"memoria27real","ITA"
"memoria28real","ITA"
"memoria32real","ITA"
"memoria33real","ITA"
"memoriaacercadee00sn","SPA"
"memoriaepistolar00scor","ITA"
"memorialaddresso00peab","ENG"
"memorialdecienci00rive","SPA"
